identifier,y_sim,y_exp,smiles,fold
CHEMBL1084454,-7.83127,168.0,[H]N([H])C1=C([H])C([H])=C(N([H])C2=NC([H])=C([H])C(=N2)C2=C(N=C(S2)C([H])([H])[H])C([H])([H])[H])C([H])=C1[H],4
CHEMBL576683,-11.41364,170.0,[H]OC([H])([H])[C@@]([H])(N([H])C(=O)C1=C([H])C(=C([H])N1[H])C1=C(C([H])=NC(=N1)N([H])C1=C2OC(F)(F)OC2=C([H])C([H])=C1[H])C([H])([H])[H])C1=C([H])C(Cl)=C([H])C([H])=C1[H],4
CHEMBL365248,-9.45553,190.0,[H]N(C1=NC([H])=C([H])C(=N1)C1=C2C([H])=C([H])C(OC([H])([H])[H])=NN2N=C1[H])C1=C([H])C(OC(F)(F)F)=C([H])C([H])=C1[H],1
CHEMBL188303,-9.80264,190.0,[H]N(C1=NC([H])=C([H])C(=N1)C1=C2C([H])=C([H])C(=NN2N=C1[H])C([H])([H])[H])C1=C([H])C([H])=C(C([H])=C1[H])C(F)(F)F,1
CHEMBL188417,-8.52272,190.0,[H]N(C1=NC(=C([H])C([H])=N1)C1=C2C([H])=C([H])C(OC([H])([H])[H])=NN2N=C1[H])C1=C([H])C(OC([H])([H])[H])=C([H])C(OC([H])([H])[H])=C1[H],1
CHEMBL1971172,-8.63422,199.53,[H]N(C1=NC(Cl)=C([H])C(=C1[H])C1=C([H])N([H])C2=NC([H])=C([H])C([H])=C12)C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])N([H])S(=O)(=O)C([H])([H])[H],3
CHEMBL1682358,-10.37854,199.53,[H]N([H])C1=NN([H])C2=C([H])C([H])=C(C([H])=C12)C1=C([H])C(=NO1)C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H],2
CHEMBL52387,-7.38751,199.53,[H]OC([H])([H])[C@]([H])(N([H])C1=NC2=C(N=C([H])N2C([H])(C([H])([H])[H])C([H])([H])[H])C(=N1)N([H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C([H])([H])C([H])([H])[H],3
CHEMBL1990254,-8.48765,199.53,[H]N([H])C([H])([H])[C@]([H])(N([H])C(=O)C1=C([H])C([H])=C(C([H])=C1[H])C1=C([H])C([H])=NC([H])=C1[H])C1=C([H])C([H])=C([H])C([H])=C1[H],1
CHEMBL1988331,-10.03155,199.53,[H]N(C1=NC(Cl)=C([H])C(=C1[H])C1=C([H])N([H])C2=NC([H])=C([H])C([H])=C12)C([H])([H])C1=C([H])C([H])=C([H])C(=C1C([H])([H])[H])C([H])([H])[H],3
CHEMBL1988838,-9.21088,199.53,[H]N([H])C(=O)C([H])([H])OC1=C([H])C([H])=C(N([H])C2=C(C([H])=NC(=N2)N([H])C2=C([H])C(=C([H])C([H])=C2[H])S(=O)(=O)N([H])[H])C([H])([H])[H])C([H])=C1[H],2
CHEMBL1996111,-8.96354,199.53,[H]N1N=C([H])C2=C1C([H])=C([H])C(=C2[H])C1=C(N(N=N1)C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C(=O)N(C([H])([H])[H])C([H])([H])[H],3
CHEMBL1991188,-8.62802,199.53,[H]N(C(=O)C1=C(OC([H])([H])[H])C([H])=C(C([H])=C1[H])C1=C(F)C([H])=NC([H])=C1[H])[C@@]([H])(C1=C([H])C([H])=C([H])C(OC([H])([H])[H])=C1[H])C([H])([H])[H],1
CHEMBL1983157,-7.6033,199.53,[H]N([H])C1=NN([H])C2=C([H])C(=C([H])C(N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])=C12)C1=C([H])C([H])=NC([H])=C1[H],4
CHEMBL2006439,-8.42955,199.53,[H]N(C1=NC(=C([H])C(Cl)=N1)C1=C([H])N([H])C2=NC([H])=C([H])C([H])=C12)C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],3
CHEMBL379975,-6.78229,199.53,[H]OC1=C([H])C2=C(N([H])C3=C([H])C(=C4C(=O)N([H])C(=O)C4=C23)C2=C(Cl)C([H])=C([H])C([H])=C2[H])C([H])=C1[H],4
CHEMBL1968459,-7.74615,199.53,[H]N(C1=NC([H])=NC(=C1[H])C1=C([H])N([H])C2=NC([H])=C([H])C([H])=C12)C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],1
CHEMBL3099758,-8.2393,200.0,[H]OC(=O)C1=C([H])C(=NC2=C([H])C([H])=C(C([H])=C12)C1=C([H])C(Cl)=C([H])C(Cl)=C1[H])C(=O)N([H])[C@]([H])(C(=O)OC([H])([H])[H])C([H])([H])C1=C([H])C([H])=C(O[H])C([H])=C1[H],3
CHEMBL571484,-11.11876,209.0,[H]OC([H])([H])[C@@]([H])(N([H])C(=O)C1=C([H])C(=C([H])N1[H])C1=C(C([H])=NC(=N1)N([H])C1=C2OC([H])([H])OC2=C([H])C([H])=C1[H])C([H])([H])[H])C1=C([H])C(Cl)=C([H])C([H])=C1[H],0
CHEMBL572361,-10.6627,210.0,[H]OC([H])([H])[C@@]([H])(N([H])C(=O)C1=C([H])C(=C([H])N1[H])C1=C(C([H])=NC(=N1)N([H])C1=C(C([H])=C([H])C([H])=C1[H])C([H])([H])C([H])([H])[H])C([H])([H])[H])C1=C([H])C([H])=C([H])C([H])=C1[H],1
CHEMBL46817,-7.90875,220.0,[H]N(C1=NC(=C([H])C([H])=N1)C1=C(N=C(S1)C([H])([H])[H])C([H])([H])[H])C1=C([H])C([H])=C(C([H])=C1[H])N(C([H])([H])[H])C([H])([H])[H],0
CHEMBL1083151,-7.72791,239.0,[H]N(C1=NC(=C([H])C([H])=N1)C1=C(N=C(S1)C([H])([H])[H])C([H])([H])[H])C1=C([H])C(OC([H])([H])[H])=C(OC([H])([H])[H])C(OC([H])([H])[H])=C1[H],2
CHEMBL571038,-10.84444,240.0,[H]OC([H])([H])[C@@]([H])(N([H])C(=O)C1=C([H])C(=C([H])N1[H])C1=C(C([H])=NC(=N1)N([H])C1=C(Cl)C([H])=C([H])C([H])=C1[H])C([H])([H])[H])C1=C([H])C([H])=C([H])C([H])=C1[H],2
CHEMBL570111,-11.3867,250.0,[H]OC([H])([H])[C@@]([H])(N([H])C(=O)C1=C([H])C(=C([H])N1[H])C1=C(C([H])=NC(=N1)N([H])C1=C2C(=C([H])C([H])=C1[H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])C([H])([H])[H])C1=C([H])C(Cl)=C([H])C([H])=C1[H],2
CHEMBL1976420,-7.92875,251.19,[H]OC(C1=C([H])C([H])=C(C([H])=C1[H])C1=C(C2=NC([H])=C([H])N=C2N1[H])C([H])([H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],1
CHEMBL1975647,-8.14112,251.19,[H]N(C(=O)N([H])C1=C([H])C([H])=NC2=C(F)C([H])=C([H])C([H])=C12)C1=NC([H])=C([H])N=C1[H],0
CHEMBL1992922,-7.45239,251.19,[H]OC([H])([H])C([H])(N([H])C1=C2C(=NC([H])=N1)N([H])C([H])=C2C1=C([H])C([H])=C([H])C([H])=C1[H])C([H])([H])O[H],1
CHEMBL1682345,-9.4766,251.19,[H]N1N=C([H])C2=C1C([H])=C([H])C(=C2[H])C1=C([H])N(N=N1)C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H],4
CHEMBL1966343,-8.84806,251.19,[H]N([H])C1=NN([H])C2=C1C([H])=C(C([H])=C2[H])C1=C([H])C(=NO1)C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],1
CHEMBL1975787,-8.03982,251.19,[H]N([H])C(=O)C1=C([H])C2=C(C([H])=NC([H])=C2S1)C1=C(F)C([H])=C(F)C([H])=C1[H],3
CHEMBL2002613,-10.37442,251.19,[H]N(C(=O)C1=C([H])C(OC([H])([H])[H])=C([H])C(OC([H])([H])[H])=C1[H])C1=NN([H])C2=C([H])C([H])=C(C([H])=C12)C1=C([H])N(N=N1)C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H],0
CHEMBL1992634,-7.36322,251.19,[H]N1C([H])=C(C2=C1N=C([H])C(Br)=C2[H])C1=C([H])C([H])=C([H])C([H])=C1[H],0
CHEMBL362558,-10.70414,251.19,[H]N1C(=O)C(C2=C([H])N=C3C([H])=C([H])C([H])=C([H])N23)=C(C1=O)C1=C([H])N2C3=C1C([H])=C(F)C([H])=C3C([H])([H])N(C(=O)N1C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])C([H])([H])C2([H])[H],3
CHEMBL340384,-8.46545,251.19,[H]OC1=C([H])C(Cl)=C(C([H])=C1[H])N1C([H])=C(C(=O)N([H])[H])C(=O)C2=C([H])C([H])=C(C([H])=C12)C1=C([H])C([H])=NC([H])=C1[H],1
CHEMBL2005387,-8.90823,251.19,[H]OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])N([H])C1=NC(Cl)=C([H])C(=C1[H])C1=C([H])N([H])C2=NC([H])=C([H])C([H])=C12,3
CHEMBL1997643,-10.63463,251.19,[H]N(C(=O)C1=C(OC([H])([H])[H])C([H])=C([H])C([H])=C1[H])C1=NN([H])C2=C([H])C([H])=C(C([H])=C12)C1=C([H])N(N=N1)C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H],3
CHEMBL1991674,-9.15989,251.19,[H]O[C@@]1([H])C([H])([H])C([H])([H])[C@]([H])(N([H])C2=NC(=NC(Cl)=C2[H])C2=C([H])N([H])C3=NC([H])=C([H])C([H])=C23)C([H])([H])C1([H])[H],1
CHEMBL1964340,-7.69359,251.19,[H]N(C1=NC(Cl)=C([H])C(=C1[H])C1=C([H])N([H])C2=NC([H])=C([H])C([H])=C12)C([H])([H])C([H])([H])OC([H])([H])[H],1
CHEMBL1958401,-7.98761,251.19,[H]N(C1=NC(=C([H])C(=O)N1[H])C1=C([H])C([H])=NC([H])=C1[H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],1
CHEMBL2006456,-9.81005,251.19,[H]N(C1=NC(=C([H])C(Cl)=N1)C1=C([H])N([H])C2=NC([H])=C([H])C([H])=C12)[C@@]1([H])C([H])([H])C([H])([H])[C@]([H])(N([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C1([H])[H],1
CHEMBL1989646,-8.97548,251.19,[H]N([H])C1=NN([H])C2=C1C([H])=C(C([H])=C2[H])C1=C(N(N=N1)C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C([H])([H])[H],4
CHEMBL1973395,-7.94002,251.19,[H]OC1([H])C([H])([H])C([H])([H])N(C2=C3C(=NC([H])=N2)N([H])C([H])=C3C2=C([H])C([H])=C([H])C([H])=C2[H])C([H])([H])C1([H])[H],4
CHEMBL1682553,-8.14054,251.19,[H]N(C1=C(N=C2N=C([H])C([H])=C([H])N12)C1=C([H])C2=C(N([H])N=C2[H])C([H])=C1[H])C([H])(C([H])([H])[H])C([H])([H])[H],2
CHEMBL443962,-7.32997,251.19,[H]C1=NN2C([H])=C(C([H])=NC2=C1Br)C1=C([H])C([H])=C(OC([H])([H])[H])C([H])=C1[H],2
CHEMBL1967887,-7.60575,251.19,[H]N([H])C([H])([H])C([H])([H])OC1=C([H])N=C([H])C(=C1[H])C1=C([H])C([H])=C2N([H])N=C(C2=C1[H])C([H])([H])[H],2
CHEMBL2005718,-8.34866,251.19,[H]N(C1=NC(Cl)=C([H])C(=C1[H])C1=C([H])N([H])C2=NC([H])=C([H])C([H])=C12)C([H])([H])C([H])([H])N([H])S(=O)(=O)C([H])([H])[H],0
CHEMBL1083152,-7.74101,256.0,[H]N(C1=NC([H])=C([H])C(=N1)C1=C(N=C(S1)N([H])C([H])([H])[H])C([H])([H])[H])C1=C([H])C(OC([H])([H])[H])=C(OC([H])([H])[H])C(OC([H])([H])[H])=C1[H],3
CHEMBL185099,-8.10283,270.0,[H]N(C1=NC([H])=C([H])C(=N1)C1=C(N([H])C(Br)=C1C([H])([H])[H])C([H])([H])[H])C1=C([H])C([H])=C(F)C([H])=C1[H],3
CHEMBL1083150,-7.9014,286.0,[H]N(C1=NC(=C([H])C([H])=N1)C1=C(N=C(S1)C([H])([H])[H])C([H])([H])[H])C1=C([H])C([H])=C(N([H])C([H])([H])[H])C([H])=C1[H],2
CHEMBL577193,-10.47796,290.0,[H]OC([H])([H])[C@@]([H])(N([H])C(=O)C1=C([H])C(=C([H])N1[H])C1=C(C([H])=NC(=N1)N([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C([H])([H])[H])C1=C([H])C(Cl)=C([H])C([H])=C1[H],3
CHEMBL48109,-8.42591,290.0,[H]N(C1=NC([H])=C([H])C(=N1)C1=C(N=C(S1)C([H])([H])[H])C([H])([H])[H])C1=C([H])C([H])=C(C([H])=C1[H])C(F)(F)F,0
CHEMBL1083785,-9.27669,297.0,[H]N(C1=NC(=C(S1)C1=NC(=NC([H])=C1[H])N([H])C1=C([H])C([H])=C(C([H])=C1[H])N1C([H])([H])C([H])([H])N(C(=O)C([H])([H])[H])C([H])([H])C1([H])[H])C([H])([H])[H])C([H])([H])[H],2
CHEMBL47132,-7.83593,300.0,[H]N(C1=NC([H])=C([H])C(=N1)C1=C(N=C(S1)C([H])([H])[H])C([H])([H])[H])C1=C([H])C(C#N)=C([H])C([H])=C1[H],1
CHEMBL3099749,-9.05131,300.0,[H]OC(=O)C1=C([H])C(=NC2=C([H])C([H])=C(C([H])=C12)C1=C([H])C(=C([H])C([H])=C1[H])C(F)(F)F)C(=O)N([H])[C@@]([H])(C([H])([H])C1=C([H])C([H])=C(O[H])C([H])=C1[H])C([H])([H])C([H])([H])C([H])([H])[H],3
CHEMBL361697,-8.62219,310.0,[H]N(C1=NC(=C([H])C([H])=N1)C1=C2C([H])=C([H])C([H])=NN2N=C1[H])C1=C([H])C(Cl)=C([H])C(Cl)=C1[H],1
CHEMBL576048,-10.79297,316.0,[H]OC([H])([H])[C@@]([H])(N([H])C(=O)C1=C([H])C(=C([H])N1[H])C1=C(C([H])=NC(=N1)N([H])C1=C(F)C([H])=C(Cl)C([H])=C1[H])C([H])([H])[H])C1=C([H])C(Cl)=C([H])C([H])=C1[H],0
CHEMBL392642,-8.23796,316.23,[H]N([H])C([H])([H])[C@@]1([H])C([H])([H])C([H])([H])[C@]([H])(C([H])([H])N([H])C2=C(C([H])=NC(=N2)N([H])C([H])([H])C2=C(SC([H])([H])[H])C([H])=C([H])C([H])=C2[H])[N+]([O-])=O)C([H])([H])C1([H])[H],4
CHEMBL1965845,-9.87984,316.23,[H]N(C(=O)N1C([H])([H])C([H])=C(C2=C([H])N([H])C3=NC([H])=C([H])C([H])=C23)C([H])([H])C1([H])[H])[C@]([H])(C1=C([H])C([H])=C([H])C(OC([H])([H])[H])=C1[H])C([H])([H])[H],4
CHEMBL1986666,-9.42269,316.23,[H]OC(=O)C1=C(N([H])C2=NC(=NC([H])=N2)N([H])C2=C([H])C3=C(C([H])=NN3[H])C([H])=C2[H])C([H])=C([H])C([H])=C1[H],0
CHEMBL1982957,-9.73679,316.23,[H]N([H])C(=O)C1=C([H])C(=C([H])C([H])=C1[H])C1=C([H])C2=C(N=C1[H])N([H])C([H])=C2C1=C([H])C([H])=C([H])C([H])=C1[H],1
CHEMBL1967704,-8.32484,316.23,[H]N(C([H])([H])C([H])([H])OC1=C([H])N=C([H])C(=C1[H])C1=C([H])C([H])=C2N([H])N=C(C2=C1[H])C([H])([H])[H])S(=O)(=O)C([H])([H])[H],2
CHEMBL1977346,-7.5426,316.23,[H]N1C2=NN=C(I)C([H])=C2C(=O)N([H])C2=C1C([H])=C([H])C([H])=C2[H],0
CHEMBL178737,-8.30046,316.23,[H]N1C(=O)C(C2=C([H])N=C3C([H])=C([H])C([H])=C([H])N23)=C(C1=O)C1=C([H])N2C3=C(C([H])=C([H])C([H])=C13)C([H])([H])N(C(=O)N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H])C([H])([H])C2([H])[H],0
CHEMBL1190711,-8.45996,316.23,[H]N([H])C(=O)C1=C(N=C([H])C([H])=C1[H])N([H])C1=NC(=C([H])C2=NC([H])=C([H])N12)C1=C([H])C(OC([H])([H])[H])=C(OC([H])([H])[H])C([H])=C1[H],1
CHEMBL225519,-7.42621,316.23,[H]N1C(=C([H])C2=C1C([H])([H])C([H])([H])N([H])C2=O)C1=C([H])C([H])=NC([H])=C1[H],3
CHEMBL1970913,-7.95789,316.23,[H]N(C(=O)C([H])([H])C([H])([H])C([H])([H])[H])C1=NN(C(=O)C([H])([H])C([H])([H])[H])C2=NC3=C([H])C([H])=C([H])C([H])=C3C([H])=C12,2
CHEMBL243088,-8.9869,316.23,[H]OC(=O)C1=C(N([H])C2=NC(=NC([H])=C2[H])N([H])C2=C([H])C(O[H])=C([H])C([H])=C2[H])C([H])=C([H])C([H])=C1[H],4
CHEMBL1999918,-8.16526,316.23,[H]N([H])C(=O)C1=C([H])C2=C(C([H])=NC([H])=C2S1)C1=C(F)C(F)=C(Br)C([H])=C1[H],2
CHEMBL1968850,-7.31113,316.23,[H]N1C2=NN=C(Cl)C([H])=C2C(=O)N([H])C2=C1C([H])=C([H])C([H])=C2[H],0
CHEMBL1989006,-7.77804,316.23,[H]OC([H])([H])C([H])([H])N([H])C1=NC(Cl)=C([H])C(=C1[H])C1=C([H])N([H])C2=NC([H])=C([H])C([H])=C12,1
CHEMBL1988173,-9.39884,316.23,[H]OC(C(=O)N([H])N([H])C(=S)N([H])C1=C(C([H])=C(Cl)C([H])=C1[H])C([H])([H])[H])(C1=C([H])C([H])=C([H])C([H])=C1[H])C1=C([H])C([H])=C([H])C([H])=C1[H],2
CHEMBL1969523,-9.4297,316.23,[H]N(C1=C(N([H])[C@]([H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(=O)C1=O)C1=NC(=NC([H])=C1[H])N([H])C1=C([H])C(=C([H])C([H])=C1[H])C([H])([H])[H],4
CHEMBL243298,-8.90207,316.23,[H]OC(=O)C1=C(N([H])C2=NC(=NC([H])=C2[H])N([H])C2=C([H])C(F)=C([H])C([H])=C2[H])C([H])=C([H])C([H])=C1[H],2
CHEMBL1987261,-8.7558,316.23,[H]N([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])N([H])C1=NC(F)=C([H])C(=C1[H])C1=C([H])N([H])C2=NC([H])=C([H])C([H])=C12,4
CHEMBL217537,-9.18431,327.0,[H]N([H])C1=C(C([H])=NC(=N1)N([H])C1([H])C([H])([H])C([H])([H])N(C(=O)C([H])([H])[H])C([H])([H])C1([H])[H])C(=O)C1=C(OC([H])([H])[H])C([H])=C([H])C([H])=C1[H],3
CHEMBL393929,-8.55327,340.0,[H]N(C1=NC(=O)\C(S1)=C(/[H])C1=C([H])C2=C([H])C([H])=C([H])N=C2C([H])=C1[H])C([H])([H])C1=C([H])C([H])=C([H])S1,2
CHEMBL5196242,-9.45933,350.0,[H]OC1=C(\C([H])=C(/C#N)C(=O)N([H])C2=C([H])C([H])=C([H])C(=C2[H])C2=NN(C3=C2C(=O)N([H])C([H])=N3)C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])=C([H])C([H])=C1[H],4
CHEMBL365245,-8.56706,360.0,[H]N(C1=NC([H])=C([H])C(=N1)C1=C(N([H])C(Cl)=C1C([H])([H])[H])C([H])([H])[H])C1=C([H])C([H])=C(F)C([H])=C1[H],4
CHEMBL47302,-6.1623,396.0,[H]N([H])C1=NC([H])=C([H])C(=N1)C1=C(N=C(S1)C([H])([H])[H])C([H])([H])[H],3
CHEMBL1682554,-7.8536,398.11,[H]N(C1=C(N=C2N=C([H])C([H])=C([H])N12)C1=C([H])C2=C(N([H])N=C2[H])C([H])=C1[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],0
CHEMBL1982506,-6.73443,398.11,[H]N1C(=O)C2=C(C1=O)C1=C([H])C(OC([H])([H])[H])=C(OC([H])([H])[H])C([H])=C1C([H])=N2,3
CHEMBL2003524,-7.31971,398.11,[H]N1C(=O)C2=NC(=C3C([H])=C(OC([H])([H])[H])C(OC([H])([H])[H])=C([H])C3=C2C1=O)C([H])([H])C([H])([H])[H],4
CHEMBL2003482,-9.32431,398.11,[H]N(C(=O)C([H])([H])C1=C([H])C([H])=C(Cl)C([H])=C1[H])C1=C2C(=NN1[H])C([H])([H])C([H])([H])C2([H])[H],2
CHEMBL1985095,-10.43717,398.11,[H]N([H])C(=O)C([H])([H])N1C([H])=C(C2=NC(=NC([H])=C12)N([H])[H])C1=C([H])C2=C(N([H])N=C2[H])C(=C1[H])C1=C([H])C2=C([H])C([H])=C([H])C([H])=C2S1,0
CHEMBL1971943,-9.37659,398.11,[H]N([H])C1=NC(Cl)=C([H])C(=N1)N([H])C1=C([H])C(F)=C(OC2=C3C(=NC([H])=C2[H])N([H])C([H])=C3C([H])([H])[H])C(F)=C1[H],2
CHEMBL491758,-8.26857,398.11,[H]N(C1=NC(N([H])C2=C([H])C([H])=C([H])C([H])=C2[H])=C(F)C([H])=N1)C1=C([H])C([H])=C([H])C([H])=C1[H],3
CHEMBL243518,-9.19383,398.11,[H]OC(=O)C1=C(N([H])C2=C([H])C([H])=NC(=N2)N([H])C2=C([H])C(F)=C(C([H])=C2[H])C([H])([H])[H])C([H])=C([H])C([H])=C1[H],2
CHEMBL1981079,-8.27189,398.11,[H]N([H])C(=O)C1=C(N([H])C(=C1[H])C1=NC(=NC([H])=C1[H])N([H])[H])C1=C(F)C([H])=C(Cl)C([H])=C1[H],1
CHEMBL1989293,-9.1899,398.11,[H]N1C2=C(N([H])C(=O)C3=C1C([H])=C(C([H])=C3[H])C1=C(F)C([H])=NC([H])=C1[H])C([H])=C([H])C([H])=C2[H],3
CHEMBL1983589,-9.17115,398.11,[H]N([H])[C@@]1([H])C([H])([H])C([H])([H])[C@]([H])(N([H])C2=NC(=NC(Cl)=C2[H])C2=C([H])N([H])C3=NC([H])=C([H])C([H])=C23)C([H])([H])C1([H])[H],0
CHEMBL526133,-8.99144,398.11,[H]N1N=C([H])C2=C1C([H])=C([H])C(=C2[H])C1=NC(=O)N([H])C(=C1[H])C1=C([H])C([H])=C([H])C([H])=C1[H],3
CHEMBL1972290,-7.81065,398.11,[H]N([H])C([H])([H])C([H])([H])N([H])C1=NC(Cl)=C([H])C(=C1[H])C1=C([H])N([H])C2=NC([H])=C([H])C([H])=C12,4
CHEMBL1964804,-8.68145,398.11,[H]N(C([H])([H])C([H])([H])OC1=C([H])C(=C([H])N=C1[H])C1=C([H])C2=C([H])C([H])=NC([H])=C2C([H])=C1[H])S(=O)(=O)C([H])([H])[H],2
CHEMBL2005216,-9.3717,398.11,[H]N(C1=NC(=NC(Cl)=C1[H])C1=C([H])N([H])C2=NC([H])=C([H])C([H])=C12)[C@@]1([H])C([H])([H])C([H])([H])[C@]([H])(N([H])S(=O)(=O)C([H])([H])[H])C([H])([H])C1([H])[H],2
CHEMBL47636,-7.8436,400.0,[H]N([H])C1=C([H])C([H])=C([H])C(N([H])C2=NC([H])=C([H])C(=N2)C2=C(N=C(S2)C([H])([H])[H])C([H])([H])[H])=C1[H],4
CHEMBL1083786,-9.55706,432.0,[H]N(C1=NC(=C([H])C([H])=N1)C1=C(N=C(S1)C([H])([H])[H])C([H])([H])[H])C1=C([H])C([H])=C(C([H])=C1[H])N1C([H])([H])C([H])([H])N(C(=O)C([H])([H])[H])C([H])([H])C1([H])[H],1
CHEMBL571056,-10.45985,450.0,[H]OC([H])([H])[C@@]([H])(N([H])C(=O)C1=C([H])C(=C([H])N1[H])C1=C(C([H])=NC(=N1)N([H])C1=C(C([H])=C([H])C([H])=C1[H])C([H])([H])C([H])([H])[H])C([H])([H])[H])C1=C([H])C(Cl)=C([H])C([H])=C1[H],4
CHEMBL385373,-9.81833,451.0,[H]N([H])C1=C(C([H])=NC(=N1)N([H])C1([H])C([H])([H])C([H])([H])N(C([H])([H])C1([H])[H])S(=O)(=O)C([H])([H])[H])C(=O)C1=C(OC([H])([H])[H])C([H])=C([H])C(Cl)=C1[H],4
CHEMBL1086088,-7.88872,463.0,[H]N(C1=NC([H])=C([H])C(=N1)C1=C(N=C(S1)N([H])C([H])([H])C([H])([H])[H])C([H])([H])[H])C1=C([H])C(OC([H])([H])[H])=C(OC([H])([H])[H])C(OC([H])([H])[H])=C1[H],3
